symbol,sharpe_reversion,sharpe_momentum,reversion_total_return,momentum_total_return,theory_matches_data
SPXUSD,0.3218723644357211,-0.4578305675123832,0.13805911477796218,-0.22100982661341773,True
ETHUSD,-0.8729442007183073,0.6458676727987633,-0.8492302568260419,1.2342541159700784,False
USDJPY,-1.0772908369282923,0.7673236493617056,-0.1666207064912787,0.13262816636210806,False
XAUUSD,-0.9800190280998641,0.7613433627459671,-0.30981506263029446,0.2988818184980595,False
